name,category,hq_city,hq_state,state_of_incorporation,country,founded_year,status,website,website_live,description,sources
Ukhi,UNKNOWN,,,,United States,,UNKNOWN,https://ukhi.org,,"Materials, Agriculture, Chemicals, Consumer Goods, Environment, Manufacturing",growthlist
UpTerra,UNKNOWN,,,,United States,,UNKNOWN,https://upterra.co,,"Agriculture, Analytics, Artificial Intelligence, B2B Software, Data",growthlist
Upside Robotics,ROBOTICS,,,,United States,,UNKNOWN,https://upsiderobotics.com,,"Agriculture, Artificial Intelligence, Hardware, Robotics",growthlist
"VERDANT ROBOTICS, INC.",PRECISION_AG,,CA,,US,,UNKNOWN,,,"IN THE PROPOSED EFFORT, VERDANT ROBOTICS AND PROFESSOR AARON SMITH WILL DEVELOP AND TEST A NOVEL BIO-ECONOMIC FARM MODEL (BEFM) TO PROVIDE A MECHANISTIC TOOL FOR MODELING THE ECONOMIC AND AGROECOLOGIC",usaspending
"VVF AgTech, Inc.  (CIK 0001956981)",UNKNOWN,,,,US,,UNKNOWN,,,"SEC Form D filing: ""agtech""",sec_edgar
Varaha,UNKNOWN,,,,India,,UNKNOWN,https://varaha.earth,,"Agriculture, Environment",growthlist
Verdant Impact,UNKNOWN,,,,India,,UNKNOWN,https://verdantimpact.com,,"Agriculture, Artificial Intelligence, B2B Software, Biotechnology",growthlist
VertiGenix Holdings (Pty) LTD,UNKNOWN,,,,South Africa,,UNKNOWN,https://vertigenix.com,,"Agriculture,Construction,Environment,Food and Beverage,Hardware",growthlist
Vireo Ag,UNKNOWN,,,,US,,UNKNOWN,https://www.vireoag.com/,,,world_agritech
Visa,UNKNOWN,,,,US,,UNKNOWN,https://corporate.visa.com/en/solutions/agriculture.html,,,world_agritech
VitalTech,ROBOTICS,,,,China,,UNKNOWN,https://vitaltech.cn,,"Robotics, Agriculture, Artificial Intelligence, Hardware",growthlist
"Vujade Ventures Agtech Alpha 1 Fund, LP  (CIK 0001982988)",UNKNOWN,,,,US,,UNKNOWN,,,"SEC Form D filing: ""agtech""",sec_edgar
Wanzhongdao,UNKNOWN,,,,China,,UNKNOWN,https://xiaohongdao.vip,,"Retail, Agriculture, Consumer Goods, E-commerce",growthlist
Weiyuan Synthetic Biotechnology,UNKNOWN,,,,China,,UNKNOWN,https://microcyto.cn,,"Biotechnology, Agriculture, Food and Beverage, Manufacturing, Materials",growthlist
Winterleap,UNKNOWN,,,,US,,UNKNOWN,https://www.winterleap.com/,,,world_agritech
constellr,UNKNOWN,,,,Germany,,UNKNOWN,https://constellr.com,,"Aerospace, Agriculture, B2B Software, Data, Environment, Government, Marine",growthlist
ePlant,UNKNOWN,,,,US,,UNKNOWN,https://www.eplant.com/,,,world_agritech
"iSelect Agtech Fund I, a series of iSelect Rolling Fund, LLC  (CIK 0001964462)",UNKNOWN,,,,US,,UNKNOWN,,,"SEC Form D filing: ""agtech""",sec_edgar
iTrade Network,UNKNOWN,Salinas,CA,,US,,UNKNOWN,,,,wgcit
insideFPV,PRECISION_AG,,,,India,,UNKNOWN,https://insidefpv.com,,"Drones, Agriculture, Media, Security",growthlist
